Name,Alias,Nuttin
17413000,Equity investments - long-term (LG use),x
17413100,Opening balance -LT Equity investments (LG use),x
17413200,Additions -LT Equity investments (LG use),x
17413300,Disposals -LT Equity investments (LG use),x
17413400,Repaid -LT Equity investments (LG use),x
17413500,Revaluations -LT Equity investments (LG use),x
17413600,Impairments -LT Equity investments (LG use),x
17413700,Reclassifications -LT Equity investments (LG use),x
17414000,Shares/equity held in joint ventures & associates (LG use),x
17414100,Opening balance - Shares/equity in JV&A (LG use),x
17414200,Additions - Shares/equity in JV&A (LG use),x
17414300,Disposals - Shares/equity in JV&A (LG use),x
17414400,Repaid - Shares/equity in JV&A (LG use),x
17414500,Revaluations - Shares/equity in JV&A (LG use),x
17414600,Impairments - Shares/equity in JV&A (LG use),x
17414700,Reclassifications - Shares/equity in JV&A (LG use),x
17415000,Other long term investments (LG use),x
17415100,Opening balance -Shares in subsidiaries (LG use),x
17415200,Additions -Shares in subsidiaries (LG use),x
17415300,Disposals -Shares in subsidiaries (LG use),x
17415400,Repaid -Shares in subsidiaries (LG use),x
17415500,Revaluations -Shares in subsidiaries (LG use),x
17415600,Impairments -Shares in subsidiaries (LG use),x
17415700,Reclassifications -Shares in subsidiaries (LG use),x
17416000,Derivatives - long term (LG use),x
17416100,Opening balance -LT Derivatives (LG use),x
17416200,Additions -LT Derivatives (LG use),x
17416300,Disposals -LT Derivatives (LG use),x
17416400,Repaid -LT Derivatives (LG use),x
17416500,Revaluations -LT Derivatives (LG use),x
17416600,Impairments -LT Derivatives (LG use),x
17416700,Reclassifications -LT Derivatives (LG use),x
17417000,Other long term investments (LG use),x
17417100,Opening balance -Other long term investments (LG use),x
17417200,Additions -Other long term investments (LG use),x
17417300,Disposals -Other long term investments (LG use),x
17417400,Repaid -Other long term investments (LG use),x
17417500,Revaluations -Other long term investments (LG use),x
17417600,Impairments -Other long term investments (LG use),x
17417700,Reclassifications -Other long term investments (LG use),x
17420000,Current financial assets (Local Govt use),x
17421000,Loans - current (LG use),x
17422000,Shares & equity type investments - current (LG use),x
17423000,Derivatives - current (LG use),x
17424000,Other current investments (LG use),x
AI,Additional Information,
96000000,National Accounts Additional Information,
96100000,Grants to Persons and NPISH - Recipient Analysis,
96110000,Capital Grants to Persons and NPISH - Recipient Analysis,
96111000,Grants to Persons (CAP)  - Recipient Analysis,
96112000,Grants to non profit institutions (CAP)  - Recipient Analysis,
96120000,Current Grants to the Persons and NPISH - Recipient Analysis,
96122000,Do Not Use,
96130000,EU Capital Grants to Persons and NPISH - Recipient Analysis,
96131000,EU Grants to Persons (CAP)  - Recipient Analysis,
96132000,EU Grants to non profit institutions (CAP) - Recipient Analysis,
96140000,EU Current Grants to Persons and NPISH - Recipient Analysis,
96141000,EU Grants to non profit institutions (CUR) - Recipient Analysis,
96142000,EU Grants to Persons (CUR)  - Recipient Analysis,
96200000,Subsidies to the Private Sector - Recipient Analysis,
96210000,Subsidies to market producers (profit making firms) - Recipient Analysis,
96220000,Subsidies to not-for-profit institutions serving households - Recipient Analys,
96230000,Subsidised loans to persons - mainly student loans - Recipient Analysis,
96300000,Interest Receipts and Payments - Payer and Recipient Analysis,
96310000,Interest Receipts - Payer Analysis,
96311000,Receipts of interest from persons - Payer Analysis,
96312000,Receipts of interest from non profit bodies - Payer Analysis,
96313000,Receipts of interest from companies - Payer Analysis,
96320000,Interest Payments - Recipient Analysis,
96321000,Payments of interest to Persons - Recipient Analysis,
96322000,Payments of interest to not for profit bodies - Recipient Analysis,
96323000,Payments of interest to companies - Recipient Analysis,
96400000,Sales of Goods and Services - Sectoral Analysis,
96410000,Goods and Services Within General Govt,
96420000,Goods and Services Outside General Govt,
96500000,Utilisation of Provisions - Economic Nature analysis,
96510000,Utilisation of Environmental Damage Provision - Economic Nature Analysis,
96511000,Utilisation of Environmental Damage Provision - Goods and Services,
96512000,Utilisation of Environmental Damage Provision - Pay,
96513000,Utilisation of Environmental Damage Provision - Purchase of Land,
96514000,Utilisation of Environmental Damage Provision - Purchase of Existing Buildings,
96515000,Utilisation of Environmental Damage Provision - Formation of Tangible capital,
96516000,Utilisation of Environmental Damage Provision - Purchase of Intangible Assets,
96520000,Utilisation of Nuclear Decommissioning Provision - Economic Nature Analysis,
96521000,Utilisation of Nuclear Decomm Provision - Goods and Services,
96522000,Utilisation of Nuclear Decomm Provision - Pay,
96523000,Utilisation of Nuclear Decomm Provision - Purchase of Land,
96524000,Utilisation of Nuclear Decomm Provision - Purchase of Existing Buildings,
96525000,Utilisation of Nuclear Decomm Provision - Formation of Tangible capital,
96526000,Utilisation of Nuclear Decomm Provision - Purchase of Intangible Assets,
96530000,Utilisation of Other Provisions - Economic Nature Analysis,
96531000,Utilisation of Other Provision - Goods and Services,
96531100,Utilisation of Other Provisions - Cap Grants to Private Sector Companies,
96532000,Utilisation of Other Provision - Pay,
96533000,Utilisation of Other Provision - Social Assistance Benefits,
96534000,Utilisation of Other Provisions - Subsidy to the Private Sector,
96535000,Utilisation of Other Provisions - Purchase of Land,
96536000,Utilisation of Other Provisions Provision - Purchase of Existing Buildings,
96537000,Utilisation of Other Provisions Provision - Formation of Tangible capital,
96538000,Utilisation of Other Provisions Provision - Purchase of Intangible Assets,
96539000,Utilisation of Other Provisions - Net Lending to the Private Sector,
96540000,Utilisation of Other Provisions - Current Grants to Local Authorities,
96532100,AI - Utilisation - Early Dep,
96551000,AI - Transfers out - group transfers to other schemes - Fund,
96552000,AI - Transfers out - individ to other schemes & refunds members leaving - Funded,
96553000,AI - Transfers out - group transfers to other schemes - Fund (MOD only ex AFPS),
96554000,AI - Transfers out-individ to oth schemes&refunds memb leaving-Funded(MODexAFPS),
96561000,AI - Payment of Pensions - Funded Schemes - UK,
96562000,AI - Payment of Pensions - Funded Schemes - LES,
96563000,AI - Payment of Pensions - Funded Schemes - UK (MOD only ex AFPS),
96564000,AI - Payment of Pensions - Funded Schemes - LES (MOD only ex AFPS),
96571000,AI - Transfers out - group tranfers to other schemes - Unfunded,
96572000,AI - Transfers out - individ to other schemes & refunds members leaving - unfund,
96573000,AI - Transfers out - group tranfers to other schemes- Unfunded (MOD only exAFPS),
96574000,AI - Transfers out-indiv to otherschemes&refunds memb leaving-unfund (MODexAFPS),
96581000,AI - Payment of Pensions - Unfunded Schemes - UK,
96582000,AI - Payment of Pensions - Unfunded Schemes - LES,
96583000,AI - Payment of Pensions - Unfunded Schemes - UK (MOD only ex AFPS),
96584000,AI - Payment of Pensions - Unfunded Schemes - LES (MOD only ex AFPS),
96533100,Utilisation of other Provisions - Grants to overseas (CUR),
96531200,Utilisation of other Provisions - Grants to overseas (CAPITAL),
96531110,Utilisation of other Provisions - Grants to people & NPISH (CAPITAL),
96531111,Utilisation of other Provisions - Grants to PCs (CAPITAL),
96533200,Utilisation of other Provisions - Social Security Benefits,
96533300,Utilisation of other provisions - Current Grants to private sector - NPISH,
96590000,Utilisation of Provisions (non-cash) - Economic Nature Analysis,
96591000,Utilisation of provisions - Private persons & NPISH bad debt w/o (mutual co,
96592000,Utilisation of provisions - Private company bad debt w/o (mutual consent),
96593000,Utilisation of provisions - PC bad debt w/o (mutual consent),
96594000,Utilisation of provisions - bad debts all sectors (unilateral write off only),
96595000,Utilisation of provisions - inventories write-offs,
97000000,Budgets and Estimates Additional Information,
97100000,Change in receivables,
97200000,Change in payables,
97300000,Total accruals to cash adjs for non voted exp which scores in a dept's OCS.,
97400000,Supported Capital Expenditure (SCE),
97500000,Gross trading receipts,
97550000,Public Corporations profits or losses - Special Case - in Budgets,
97560000,Public Corporations profits or losses - not in Budgets,
97570000,DO NOT USE - Public Corporations net capital expenditure in budgets,
97571000,DO NOT USE - Public Corporations capital asset receipts in budgets,
97572000,DO NOT USE - Public Corporations gross capital expenditure in budgets,
97581000,Public Corporations capital asset receipts - Not in Budgets,
97582000,Public Corporations Gross Capital Expenditure - Not in Budgets,
97580000,Public Corporations Net Capital Expenditure - Not in Budgets,
97600000,Net Temporary borrowing,
97700000,Other payments within central govt,
97800000,Subsidises that are generally available to the Private sector:,
97900000,Pay and pension costs of staff directly emp by CG market kind of activity units,
98000000,Misc Financial transactions,
98100000,Misc Current transactions,
98200000,(DUP) - Dept Unallocated Provision / curr exp which cannot be assigned,
98300000,(DUP) - Dept Unallocated Provision / capital exp which cannot be assigned,
98400000,Notional Transfers from DEL to AME,
98410000,Notional Transfers from DEL to AME - Capital,
98500000,Other Amounts Collectable on Behalf of the Consolidated Fund CFERs,
98510000,Other Amounts Collectable on Behalf of the Consolidated Fund CFERs - Income,
98520000,Other Amounts Collectable on Behalf of the Consolidated Fund CFERs - Receipts,
98530000,DO NOT USE (Refunds requiring Appropriation-in-Aid cover),
98600000,Public Corporation's Market Borrowing,
98111000,Prior Period Adjustment - Admin & Other,
98112000,Prior Period Adjustment - Admin & Grant,
98113000,Prior Period Adjustment - Grant,
98114000,Prior Period Adjustment - Operating A-in-A,
98115000,Prior Period Adjustment - Capital,
98116000,Prior Period Adjustment - Non-operating A-inA,
91000000,Additional Information for Whole of Government Accounts,
91110000,"Receipts from the Sale of Property, Plant and Equipment",
91112000,Sale - Dwellings,
91113000,Sale - Other Land & Buildings,
91114000,Sale - Infrastructure Assets,
91115000,Sale - Assets under Construction,
91116000,Sale - Single Use Military Equipment,
91117000,Sale - Information Technology,
91118000,Sale - Plant & Machinery,
91119000,Sale - Furniture & Fittings,
91120000,Sale - Transport Equipment,
91121000,Sale - Antiques and Works of Art,
91122000,Sale - Cultivated Assets,
91220000,"Receipts from the Sale of Leased Property, Plant and Equipment assets",
91222000,Sale of Leased - Dwellings,
91223000,Sale of Leased - Other Land & Buildings,
91224000,Sale of Leased - Infrastructure Assets,
91225000,Sale of Leased - Single Use Military Equipment,
91226000,Sale of Leased - Furniture & Fittings,
91227000,Sale of Leased - Information Technology,
91228000,Sale of Leased - Plant & Machinery,
91229000,Sale of Leased - Transport Equipment,
91230000,Sale of Leased - Payments on Account & Assets under Construction,
91300000,Receipts from the Sale of Intangible assets,
91301000,Sale - Development Expenditure,
91302000,Sale - Patents,
91303000,Sale - Software Licences,
91304000,Sale - Goodwill,
91305000,"Sale - Licences, Trademarks & Artistic Originals",
91306000,Sale - Single Use Military Equipment -Intangible,
91306000,Sale - Single Use Military Equipment -Intangible,
92000000,Additional Information for proforma notes,
92010000,Research & development expenditure,
92020000,Investments held on behalf of others (ST),
92030000,Cash held on behalf of others,
92040000,Capital commitments,
92050000,Golden shares,
92100000,Experience gains / (losses) arising on the scheme liabilities,
92101000,Changes in assumptions underlying the present value of scheme liabilities,
92070000,NBV of PFI contracts - on balance sheet,
92071000,PFI NBV Other Land and Buildings,
92072000,PFI NBV Dwellings,
92073000,PFI NBV Infrastructure Assets,
92074000,PFI NBV Transport Equipment,
92075000,PFI NBV Single Use Military Equipment,
92076000,PFI NBV Plant & Machinery,
92077000,PFI NBV Information Technology,
92078000,PFI NBV Furniture & Fittings,
92079000,PFI NBV Payments on Account & Assets under Construction,
92073100,PFI NBV Community Assets,
92073200,PFI NBV Surplus Assets,
92073300,PFI NBV Investment Properties,
92200000,Average monthly number of people (including Ministers) employed,
92210000,Central Government Employees,
92220000,Ministers Employees,
92225000,Special Advisors Employees,
92230000,Departments Employees,
92235000,Armed Forces Service Personnel Employees,
92236000,Locally Engaged Staff Overseas Employees,
92240000,Executive NDPBs Employees,
92245000,Health Services Staff Employees,
92250000,Local Government Employees,
92260000,Public Corporations Employees,
92270000,NHS Trusts Employees,
92280000,Other Employees,
92300000,Obligations - operating lease contracts expiring:,
92310000,Within one year - Land (operating lease),
92311000,Within 2nd to 5th year - Land (operating lease),
92312000,Longer than 5 years - Land (operating lease),
92313000,Within one year - Buildings (operating lease),
92314000,Within 2nd to 5th year - Buildings (operating lease),
92315000,Longer than 5 years - Buildings (operating lease),
92316000,Within one year - Other leases (operating lease),
92317000,Within 2nd to 5th year - Other leases (operating lease),
92318000,Longer than 5 years - Other leases (operating lease),
92700000,Obligations - finance lease contracts expiring:,
92710000,Within one year - Land (finance lease),
92711000,Within 2nd to 5th year - Land (finance lease),
92712000,Longer than 5 years - Land (finance lease),
92712500,Interest element of lease - Land (finance lease),
92713000,Within one year - Buildings (finance lease),
92714000,Within 2nd to 5th year - Buildings (finance lease),
92715000,Longer than 5 years - Buildings (finance lease),
92715500,Interest element of lease - Buildings (finance lease),
92716000,Within one year - Other leases (finance lease),
92717100,Within 2nd to 5th year - Other leases (finance lease),
92718000,Longer than 5 years - Other leases (finance lease),
92718500,Interest element of lease - Other leases (finance lease),
92717000,Interest element of finance lease total future payments,x
92800000,Number of PFI contracts,
92810000,Number of on-balance sheet contracts,
92811000,Number of on-balance sheet contracts greater than £500m,
92812000,Number of off-balance sheet contracts,
92813000,Number of off-balance sheet contracts greater than £500m,
92900000,Charge to the OCS and future PFI commitments analysed by the period,
92900001,Total PFI payments charged to OCS in year,x
92910000,Future payments commited for on BS PFI contract against expiry,x
92910500,Expiry within 1 year - (future payments commited for on BS PFI contracts),x
92911000,Expiry within 2 to 5 years - (future payments commited for on BS PFI contracts),x
92912000,Expiry within 6 to 10 years - (future payments commited for on BS PFI contracts),x
92913000,Expiry within 11 to 15 years - (future payments commited for on BS PFI contracts),x
92914000,Expiry within 16 to 20 years - (future payments commited for on BS PFI contracts),x
92915000,Expiry within 21 to 25 years - (future payments commited for on BS PFI contracts),x
92916000,Expiry within 26 to 30 years - (future payments commited for on BS PFI contracts),x
92917000,Expiry within 31 to 35 years - (future payments commited for on BS PFI contracts),x
92918000,Expiry after 35 years - (future payments commited for on BS PFI contracts),x
92919000,Interest element of PFI on BS total future payments,x
92920000,Future payments commited for off BS PFI contract against expiry,x
92920500,Expiry within 1 year - (future payments commited for off BS PFI contracts),x
92921000,Expiry within 2 to 5 years - (future payments commited for off BS PFI contracts),x
92922000,Expiry within 6 to 10 years - (future payments commited for off BS PFI contracts),x
92923000,Expiry within 11 to 15 years - (future payments commited for off BS PFI contracts),x
92924000,Expiry within 16 to 20 years - (future payments commited for off BS PFI contracts),x
92925000,Expiry within 21 to 25 years - (future payments commited for off BS PFI contracts),x
92926000,Expiry within 26 to 30 years - (future payments commited for off BS PFI contracts),x
92927000,Expiry within 31 to 35 years - (future payments commited for off BS PFI contracts),x
92928000,Expiry after 35 years - (future payments commited for off BS PFI contracts),x
92929000,estimated capital value of off balance sheet PFI contracts,x
93000000,Additional Information for Cashflow derivation,
93010000,Accrued Items included in operating statement:- No ID in CoA,
93040000,Accrued Interest included in Operating statement,
93050000,Accrued Capital Spending,
93051000,Capital payables - Tangible Assets,
93052000,Capital receivables - Tangible Assets,
93053000,Capital payables - Intangible Assets,
93054000,Capital receivables - Intangible Assets,
94010000,Contingent Liabilities - Non-IAS37,
94015000,Non-IAS37 Quantifiable Contingent Liabilities - Supporting international orgs,
94016000,Non-IAS37 Quantifiable Contingent Liabilities - Litigation (non-employee),
94017000,Non-IAS37 Quantifiable Contingent Liabilities - Litigation (employee related),
94018000,Non-IAS37 Quantifiable Contingent Liabilities - Other,
94019000,IAS37 Quantifiable Contingent Assets,
94019500,Non-IAS37 Quantifiable Contingent Assets,
94020000,"Q.Any IAS37 Contingent Assets over £0.5b individually or as a group?(1=Yes,0=No)",
94021000,"Q.Any IAS37 Contingent Liabs over £0.5b individually or as a group?(1=Yes,0=No)",
94022000,"Q.Any IAS37 Unquantifiable Contingent Liabs -Clinical negligence?(1=Yes,0=No)",
94025000,"Q.Any IAS37 Unquantifi Cont Liabs-Environment damage & decom costs?(1=Yes,0=No)",
94026000,"Q.Any IAS37 Unquantifiable Cont Liabs-Nuclear decommissioning costs?(1=Yes,0=No)",
94028000,"Q.Any IAS37 Unquantifiable Cont Liabs-Supporting international orgs?(1=Yes,0=No)",
94029000,"Q.Any IAS37 Unquantifi Cont Liabs-Litigation (non-employee related)?(1=Yes,0=No)",
94030000,"Q.Any IAS37 Unquantifiable Cont Liabs-Litigation (employee related)?(1=Yes,0=No)",
94031000,"Q.Any IAS37 Unquantifiable Contingent Liabilities - Other?(1=Yes,0=No)",
94032000,"Q.Any Non-IAS37 Contingent Assets >£0.5b individually or as a group?(1=Yes,0=No)",
94033000,"Q.Any Non-IAS37 Contingent Liabs > £0.5b individually or as a group?(1=Yes,0=No)",
94038000,"Q.Any Non-IAS37 Unquantif Cont Liabs-Supporting international orgs?(1=Yes,0=No)",
94039000,"Q.Any Non-IAS37 Unquantifiable Cont Liabs-Litigation (non-employee)?(1=Yes,0=No)",
94040000,"Q.Any Non-IAS37Unquantifiable Cont Liabs-Litigation(employee related)?1=Yes,0=No",
94041000,"Q.Any Non-IAS37 Unquantifiable Contingent Liabilities - Other?(1=Yes,0=No)",
94050000,"Q.Any adjusting Post Balance Sheet Events > than £100m?(1=Yes,0=No)",
94051000,"Q.Any non-adjusting Post Balance Sheet Events > than £100m?(1=Yes,0=No)",
94060000,"Q.Are all the body's accting policies in accordance with the FReM ?(1=Yes,0=No)",
94000000,Contingent Liabilities - IAS37,
94001000,IAS37 Quantifiable Contingent Liabilities - Clinical negligence,
94002000,IAS37 Quantifiable Contingent Liabilities - Guarantees (other than pensions),
94003000,IAS37 Quantifiable Contingent Liabilities - Indemnities,
94004000,IAS37 Quantifiable Contingent Liabilities - Environmental damage & decomm costs,
94005000,IAS37 Quantifiable Contingent Liabilities - Nuclear decommissioning costs,
94006000,IAS37 Quantifiable Contingent Liabilities - Pension guarantees,
94007000,IAS37 Quantifiable Contingent Liabilities - Supporting international orgs,
94008000,IAS37 Quantifiable Contingent Liabilities - Litigation (non-employee related),
94008500,IAS37 Quantifiable Contingent Liabilities - Litigation (employee related),
94009000,IAS37 Quantifiable Contingent Liabilities - Other,
94100000,Maturity Profile of Debt,
94110000,Marketable Securities - Within 1 year or repayable on demand,
94111000,Marketable Securities - Within 2nd to 5th year,
94112000,Marketable Securities - Within 6th to 10th year,
94113000,Marketable Securities - Within 11th to 15th year,
94114000,Marketable Securities - Within 16th to 20th year,
94115000,Marketable Securities - Longer than 20 years,
94120000,Non-Marketable Securities - Within 1 year or repayable on demand,
94121000,Non-Marketable Securities - Within 2nd to 5th year,
94122000,Non-Marketable Securities - Within 6th to 10th year,
94123000,Non-Marketable Securities - Within 11th to 15th year,
94124000,Non-Marketable Securities - Within 16th to 20th year,
94125000,Non-Marketable Securities - Longer than 20 years,
94130000,Trade payables - Within 1 year or repayable on demand,
94131000,Trade payables - Within 2nd to 5th year,
94132000,Trade payables - Within 6th to 10th year,
94133000,Trade payables - Within 11th to 15th year,
94134000,Trade payables - Within 16th to 20th year,
94135000,Trade payables - Longer than 20 years,
94200000,Foreign Currency Exposure,
94210000,Net position held in US Dollars,
94220000,Net position held in Euro,
94230000,Net position held in Yen,
95111000,Total leased assets - Net Book Amount,
95111100,Leased Assets - Dwellings - Net Book Amount,
95111200,Leased Assets - Operational Land & Buildings - Net Book Amount,
95111300,"Leased Assets - Vehicles, Plant & Equipment - Net Book Amount",
95111400,Leased Assets - Infrastructure - Net Book Amount,
95111500,Leased Assets - Community Assets - Net Book Amount,
95111600,Leased Assets - Surplus Assets - Net Book Amount,
95111700,Leased Assets - Assets Under Construction - Net Book Amount,
95111800,Leased Assets - Software - Net Book Amount,
95111900,Leased Assets - Licences - Net Book Amount,
95112000,Leased Assets - Patents - Net Book Amount,
95112100,Leased Assets - Investment Properties - Net Book Amount,
95120000,Maturity Profile of Debt - PWLB,
95121000,Less than 1 Year - PWLB,
95122000,Between 1 and 2 years - PWLB,
95123000,Between 2 and 5 years - PWLB,
95124000,Between 5 and 10 years - PWLB,
95125000,10 years or more - PWLB,
95130000,Maturity Profile of Debt - Other Public Sector,
95131000,Less than 1 Year - Other Public Sector,
95132000,Between 1 and 2 years - Other Public Sector,
95133000,Between 2 and 5 years - Other Public Sector,
95134000,Between 5 and 10 years - Other Public Sector,
95135000,10 years or more - Other Public Sector,
95140000,Maturity Profile of Debt - Private Sector,
95141000,Less than 1 Year - Private Sector,
95142000,Between 1 and 2 years - Private Sector,
95143000,Between 2 and 5 years - Private Sector,
95144000,Between 5 and 10 years - Private Sector,
95145000,10 years or more - Private Sector,
95150000,Rate of Increase in Salaries - Funded Schemes,
95151000,Rate of Increase in Pensions in Payment - Funded Schemes,
95152000,Discount rate - Funded Schemes,
95153000,Inflation assumption - Funded Schemes,
95155000,Rate of Increase in Salaries - Unfunded Schemes,
95156000,Rate of Increase in Pensions in Payment - Unfunded Schemes,
95157000,Discount rate - Unfunded Schemes,
95158000,Inflation assumption - Unfunded Schemes,
95160000,Proportion of Scheme Invested in: Equities - Funded Schemes,
95161000,Proportion of Scheme Invested in: Bonds - Funded Schemes,
95162000,Proportion of Scheme Invested in: Other - Funded Schemes,
95163000,Expected long term return on assets: Equities - Funded Schemes,
95164000,Expected long term return on assets: Bonds - Funded Schemes,
95165000,Expected long term return on assets: Other - Funded Schemes,
95166000,Attributable Value of Scheme Assets - Funded Schemes,
95167000,Adjusting post balance sheet events included,
95168000,Non-adjusting post balance sheet events,
95211000,NNDR fee income retained by district council,
95212000,NNDR bad debts charged in year,
95213000,CT bad debts charged in year,
95214000,Amount of Council tax benefits,
95211100,NNDR Cost of Collection Allowance,
95211200,NNDR Payment to National Pool,
95213100,Income from Council Tax,
95213200,Council Tax Precepts and demands by billing authority,
95113000,Total Owned assets - Net Book Amount,
95113100,Owned Assets - Dwellings - Net Book Amount,
95113200,Owned Assets - Operational Land & Buildings - Net Book Amount,
95113300,"Owned Assets - Vehicles, Plant & Equipment - Net Book Amount",
95113400,Owned Assets - Infrastructure - Net Book Amount,
95113500,Owned Assets - Community Assets - Net Book Amount,
95113600,Owned Assets - Surplus Assets - Net Book Amount,
95113700,Owned Assets - Assets Under Construction - Net Book Amount,
95113800,Owned Assets - Investment Properties - Net Book Amount,
91111111,WGA LOAD - CHECK DIGIT,
99999999,Additional Information Contra,
90000000,Annual contract payments,
90000001,Annual contractual payments within 1 year,
90000002,Annual contractual payments after 1 year but wthin 5 years,
90000003,Annual contractual payments due after 5 but within 10 years,
CF,Cashflow,
81000000,Carried forward / brought forward balances,
81101100,"C/F Property, Plant and Equipment Gross Book Value",
81101101,C/F PPE GBV -  Dwellings,
81101102,C/F TFA PPE GBV- Land,
81101138,C/F TFA PPE GBV-  Buildings,
81101103,C/F PPE GBV -  Infrastructure,
81101104,C/F PPE GBV -  Single Use Military Equipment,
81101105,C/F PPE GBV -  Transport Equipment,
81101106,C/F PPE GBV -  Plant & Machinery,
81101107,Adj to C/F PPE GBV -  Payments on account & assets under construction,
81101108,C/F PPE GBV -  Investment Properties,
81101109,C/F PPE GBV -  IT: Hardware & Equipment,
81101110,C/F PPE GBV -  IT: Internally Developed Software,
81101111,C/F PPE GBV -  Furniture and Fittings,
81101112,C/F PPE GBV-  Antiques & Works of Art,
81101113,C/F PPE GBV -  Cultivated Assets,
81101140,Adjustment to C/F PPE GBV - LG Community Assets,x
81101141,Adjustment to C/F PPE GBV - LG Surplus Assets,x
81101200,"C/F Property, Plant and equipment Accumulated amortisation",
81101201,C/F PPE amortisation -  Dwellings,
81101202,C/F PPE amortisation -  Buildings,
81101203,C/F PPE amortisation -  Infrastructure,
81101204,C/F PPE amortisation -  Single Use Military Equipment,
81101205,C/F PPE amortisation -  Transport Equipment,
81101206,C/F PPE amortisation -  Plant & Machinery,
81101209,C/F PPE amortisation -  IT: Hardware & Equipment,
81101210,C/F PPE amortisation -  IT: Internally Developed Software,
81101211,C/F PPE amortisation -  Furniture and Fittings,
81101212,C/F PPE amortisation -  Antiques & Works o fArt,
81101213,C/F PPE amortisation -  Cultivated Assets,
81101240,Adjustment to C/F PPE amortisation - LG Community Assets,x
81101241,Adjustment to C/F PPE amortisation - LG Surplus Assets,x
81101290,PPE - adjustment to net c/f balances (Balance Sheet),
81101291,Adjustment to net PPE balance carried forward - accounting policy change,
81101292,Adjustment to net PPE balance carried forward - MoG change,
81101293,Adjustment to net PPE balance carried forward - other,
81101294,net PPE balance carried forward,
81101295,Invest properties - adjustment to net c/f balances (Balance Sheet),x
81101296,Adjustment to invest. props. balance carried forward - accounting policy change,x
81101297,Adjustment to invest. props. balance carried forward - MoG change,x
81101298,Adjustment to invest. props. balance carried forward - other,x
81101299,invest. props. balance carried forward,x
81101300,C/F Intangible Assets Gross Book Value,
81101301,C/F IA GBV - Development Expenditure,
81101302,C/F IA GBV - Patents,
81101303,C/F IA GBV - SoftwareLicences,
81101304,C/F IA GBV - Goodwill,
81101305,"C/F IA GBV - Licences, Trade Marks & Artistic Originals",
81101306,C/F IA GBV - Single Use Military Equipment,
81101307,C/F IA GBV - Emission Rights,
81101400,C/F Intangible Assets Accumulated amortisation,
81101401,C/F IA amortisation - Development Expenditure,
81101402,C/F IA amortisation - Patents,
81101403,C/F IA amortisation -Software Licences,
81101404,C/F IA amortisation - Goodwill,
81101405,"C/F IA amortisation - Licences, Trade Marks & Artistic Originals",
81101406,C/F IA amortisation - Single Use Military Equipment,
81101420,IA - adjustment to net c/f balances (Balance Sheet),
81101491,Adjustment to net IA balance carried forward - accounting policy change,
81101492,Adjustment to net IA balance carried forward - MoG change,
81101493,Adjustment to net IA balance carried forward - other,
81101494,net IA balance carried forward,
81101500,Adjustment to non-current financial assets C/F Balances,
81101502,Adjustment to non-current financial assets C/F - Launch fund investments,
81101503,Adjustment to non-current financial assets C/F - Equity and other equity type instruments (outside WGA boundary),
81101504,Adjustment to non-current financial assets C/F - Equity and eother quity type investments (within WGA boundary),
81101505,Adjustment to non-current financial assets C/F - Public Dividend Capital,
81101506,Adjustment to non-current financial assets C/F - Deposits (outside WGA boundary),
81101507,Adjustment to non-current financial assets C/F - Deposits (within WGA boundary),
81101508,Adjustment to non-current financial assets C/F - Other (within WGA boundary),
81101509,Adjustment to non-current financial assets C/F - Derivatives (within WGA boundary),
81101510,Adjustment to non-current financial assets C/F - Loans (outside WGA boudary),
81101511,Adjustment to non-current financial assets C/F - Loans (within WGA boudary),
81101512,Adjustment to non-current financial assets C/F - Overseas Bodies,
81101513,Adjustment to non-current financial assets C/F - Other (outside WGA boundary),
81101514,Adjustment to non-current financial assets C/F - IMF Special Drawing Rights,
81101515,Adjustment to non-current financial assets C/F - Monetary Gold,
81101516,Adjustment to non-current financial assets C/F - derivatives (outside WGA boundary),
81101520,Adjustment to current financial assets C/F Balances,x
81101523,Adjustment to current financial assets C/F - Equity and other equity type instruments (outside WGA boundary),x
81101524,Adjustment to current financial assets C/F - Equity and eother quity type investments (within WGA boundary),x
81101526,Adjustment to current financial assets C/F - Deposits (outside WGA boundary),x
81101527,Adjustment to current financial assets C/F - Deposits (within WGA boundary),x
81101528,Adjustment to current financial assets C/F - Other (within WGA boundary),x
81101529,Adjustment to current financial assets C/F - Derivatives (within WGA boundary),x
81101530,Adjustment to current financial assets C/F - Loans (outside WGA boudary),x
81101531,Adjustment to current financial assets C/F - Loans (within WGA boudary),x
81101532,Adjustment to current financial assets C/F - Overseas Bodies,x
81101533,Adjustment to current financial assets C/F - Other (outside WGA boundary),x
81101536,Adjustment to current financial assets C/F - derivatives (outside WGA boundary),x
81101540,Current financial assets C/F Balances,x
81101543,Current financial assets C/F - Equity and other equity type instruments (outside WGA boundary),x
81101544,Current financial assets C/F - Equity and eother quity type investments (within WGA boundary),x
81101546,Current financial assets C/F - Deposits (outside WGA boundary),x
81101547,Current financial assets C/F - Deposits (within WGA boundary),x
81101548,Current financial assets C/F - Other (within WGA boundary),x
81101549,Current financial assets C/F - Derivatives (within WGA boundary),x
81101550,Current financial assets C/F - Loans (outside WGA boudary),x
81101551,Current financial assets C/F - Loans (within WGA boudary),x
81101552,Current financial assets C/F - Overseas Bodies,x
81101553,Current financial assets C/F - Other (outside WGA boundary),x
81101556,Current financial assets C/F - derivatives (outside WGA boundary),x
